tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,jpg_url,img_num,prediction,breed,confidence,dog_breed
891689557279858688,2017-07-30 15:58:51+00:00,Twitter for iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,10,Darla,,8368,40973,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,p2,Labrador_retriever,0.168086,True
891689557279858688,2017-07-30 15:58:51+00:00,Twitter for iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,10,Darla,,8368,40973,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,p3,spatula,0.0408359,False
891327558926688256,2017-07-29 16:00:24+00:00,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,9067,39184,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,p1,basset,0.555712,True
891327558926688256,2017-07-29 16:00:24+00:00,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,9067,39184,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,p2,English_springer,0.22577,True
891327558926688256,2017-07-29 16:00:24+00:00,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,9067,39184,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,p3,German_short-haired_pointer,0.175219,True
891087950875897856,2017-07-29 00:08:17+00:00,Twitter for iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,,3010,19702,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,p1,Chesapeake_Bay_retriever,0.425595,True
891087950875897856,2017-07-29 00:08:17+00:00,Twitter for iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,,3010,19702,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,p2,Irish_terrier,0.116317,True
891087950875897856,2017-07-29 00:08:17+00:00,Twitter for iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,,3010,19702,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,p3,Indian_elephant,0.07690219999999999,False
890971913173991426,2017-07-28 16:27:12+00:00,Twitter for iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,1988,11518,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,p1,Appenzeller,0.34170300000000003,True
890971913173991426,2017-07-28 16:27:12+00:00,Twitter for iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,1988,11518,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,p2,Border_collie,0.199287,True
890971913173991426,2017-07-28 16:27:12+00:00,Twitter for iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,1988,11518,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,p3,ice_lolly,0.193548,False
890729181411237888,2017-07-28 00:22:40+00:00,Twitter for iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,,18238,63522,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,p1,Pomeranian,0.566142,True
890729181411237888,2017-07-28 00:22:40+00:00,Twitter for iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,,18238,63522,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,p2,Eskimo_dog,0.17840599999999998,True
890729181411237888,2017-07-28 00:22:40+00:00,Twitter for iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,,18238,63522,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,p3,Pembroke,0.0765069,True
890609185150312448,2017-07-27 16:25:51+00:00,Twitter for iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,4131,27089,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,p1,Irish_terrier,0.487574,True
890609185150312448,2017-07-27 16:25:51+00:00,Twitter for iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,4131,27089,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,p2,Irish_setter,0.193054,True
890609185150312448,2017-07-27 16:25:51+00:00,Twitter for iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,4131,27089,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,p3,Chesapeake_Bay_retriever,0.118184,True
890240255349198849,2017-07-26 15:59:51+00:00,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,doggo,7128,31047,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,p1,Pembroke,0.511319,True
890240255349198849,2017-07-26 15:59:51+00:00,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,doggo,7128,31047,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,p2,Cardigan,0.451038,True
890240255349198849,2017-07-26 15:59:51+00:00,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,doggo,7128,31047,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,p3,Chihuahua,0.0292482,True
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,7089,29861,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,p1,Samoyed,0.957979,True
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,7089,29861,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,p2,Pomeranian,0.0138835,True
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,7089,29861,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,p3,chow,0.00816748,True
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,4816,27064,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,p1,French_bulldog,0.377417,True
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,4816,27064,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,p2,Labrador_retriever,0.151317,True
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,4816,27064,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,p3,muzzle,0.0829811,False
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,9705,46813,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,p1,Pembroke,0.966327,True
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,9705,46813,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,p2,Cardigan,0.0273557,True
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,9705,46813,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,p3,basenji,0.00463323,True
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,4384,26390,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,p1,French_bulldog,0.99165,True
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,4384,26390,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,p2,boxer,0.00212864,True
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,4384,26390,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,p3,Staffordshire_bullterrier,0.00149818,True
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,2177,14715,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,p1,golden_retriever,0.953442,True
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,2177,14715,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,p2,Labrador_retriever,0.0138341,True
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,2177,14715,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,p3,redbone,0.00795775,True
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,5199,24573,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,p1,whippet,0.626152,True
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,5199,24573,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,p2,borzoi,0.194742,True
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,5199,24573,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,p3,Saluki,0.0273507,True
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,4356,28350,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,p1,golden_retriever,0.714719,True
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,4356,28350,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,p2,Tibetan_mastiff,0.120184,True
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,4356,28350,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,p3,Labrador_retriever,0.105506,True
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,4138,24873,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,p1,golden_retriever,0.46976,True
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,4138,24873,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,p2,Labrador_retriever,0.184172,True
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,4138,24873,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,p3,English_setter,0.0734817,True
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,3423,19298,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,p1,Siberian_husky,0.700377,True
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,3423,19298,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,p2,Eskimo_dog,0.166511,True
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,3423,19298,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,p3,malamute,0.111411,True
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,3371,21178,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,p1,French_bulldog,0.995026,True
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,3371,21178,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,p2,pug,0.000931908,True
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,3371,21178,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,p3,bull_mastiff,0.000903211,True
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,5204,29395,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,p1,basset,0.821664,True
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,5204,29395,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,p2,redbone,0.0875815,True
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,5204,29395,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,p3,Weimaraner,0.026236400000000003,True
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,11321,45049,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,p1,limousine,0.130432,False
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,11321,45049,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,p2,tow_truck,0.0291754,False
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,11321,45049,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,p3,shopping_cart,0.0263208,False
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,17563,67095,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,p1,Pembroke,0.809197,True
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,17563,67095,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,p2,Rhodesian_ridgeback,0.05495,True
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,17563,67095,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,p3,beagle,0.0389148,True
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,10087,32774,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,p1,Mexican_hairless,0.330741,True
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,10087,32774,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,p2,sea_lion,0.275645,False
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,10087,32774,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,p3,Weimaraner,0.134203,True
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,5766,29763,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,p1,Samoyed,0.733942,True
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,5766,29763,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,p2,Eskimo_dog,0.0350295,True
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,5766,29763,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,p3,Staffordshire_bullterrier,0.029704700000000007,True
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,7514,34176,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,p1,Chihuahua,0.793469,True
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,7514,34176,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,p2,toy_terrier,0.143528,True
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,7514,34176,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,p3,can_opener,0.0322529,False
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,3160,11720,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,p1,kuvasz,0.309706,True
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,3160,11720,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,p2,Great_Pyrenees,0.186136,True
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,3160,11720,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,p3,Dandie_Dinmont,0.08634630000000001,True
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,4320,21851,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,p1,convertible,0.738995,False
